zone,prop_type,listing_type,furnishing,bhk,area,bathrooms,age,amenities_count,floor,total_floors,has_metro,price
Pimple Saudagar,plot,sale,unfurnished,0,4732,1,6,6,0,1,0,31743600
Balewadi,apartment,sale,fully-furnished,3,1206,3,8,3,0,11,0,12539800
Wakad,apartment,sale,semi-furnished,2,1166,2,29,6,6,11,1,7110000
Koregaon Park,studio,rent,unfurnished,1,441,1,24,8,7,13,0,27000
Hadapsar,apartment,sale,fully-furnished,3,1255,3,2,2,1,17,0,10114800
Magarpatta,apartment,sale,semi-furnished,4,1775,4,8,7,0,19,0,18827700
Pimpri,apartment,rent,unfurnished,4,1602,4,7,1,9,16,0,68700
Bavdhan,apartment,rent,semi-furnished,4,1784,4,2,1,1,3,0,105000
Baner,apartment,sale,semi-furnished,3,1216,3,31,5,5,5,1,8916700
Baner,villa,rent,semi-furnished,3,2947,3,2,4,7,16,1,580500
Wakad,plot,rent,semi-furnished,0,1773,1,18,5,0,1,1,70000
Hinjewadi,plot,rent,semi-furnished,0,4544,1,13,5,0,1,1,172400
Magarpatta,apartment,sale,unfurnished,2,1118,2,15,5,12,13,0,8568000
Boat Club Road,studio,sale,semi-furnished,1,414,1,6,10,2,6,0,7565800
Pimpri,house,sale,unfurnished,3,1233,3,26,1,0,11,0,5441800
Viman Nagar,apartment,sale,semi-furnished,2,826,2,11,6,4,13,1,7099200
Koregaon Park,villa,rent,semi-furnished,3,3022,3,26,7,0,5,0,708200
Undri,house,rent,unfurnished,2,1096,2,6,0,3,7,0,21600
Hinjewadi,apartment,sale,fully-furnished,3,1308,3,12,4,7,9,1,11331600
Hinjewadi,apartment,sale,unfurnished,2,1453,2,0,5,3,5,1,13019800
Viman Nagar,apartment,sale,fully-furnished,2,971,2,11,8,1,2,1,13434800
Chinchwad,apartment,sale,unfurnished,4,1598,4,29,5,1,2,0,9629900
Camp,apartment,sale,unfurnished,1,331,1,26,5,4,5,0,1897000
Pashan,apartment,sale,fully-furnished,1,901,1,4,5,1,14,0,9128200
Pashan,plot,sale,unfurnished,0,2030,1,25,7,0,1,0,6111400
Kharadi,apartment,sale,semi-furnished,2,914,2,3,4,2,2,1,8384900
Boat Club Road,studio,rent,unfurnished,1,432,1,12,3,6,10,0,27400
Chinchwad,apartment,sale,semi-furnished,2,927,2,17,1,0,4,0,4175100
Bavdhan,house,rent,semi-furnished,1,527,1,5,1,11,13,0,9100
Wagholi,apartment,sale,unfurnished,2,1040,2,1,3,0,2,0,5639300
Pimple Saudagar,house,sale,semi-furnished,3,1394,3,25,0,6,10,0,9002900
Wagholi,apartment,sale,unfurnished,3,1236,3,22,4,5,11,0,6063900
Chinchwad,apartment,rent,semi-furnished,3,1386,3,29,2,8,15,0,63100
Shivajinagar,plot,sale,unfurnished,0,2677,1,13,4,0,1,1,18663400
Baner,apartment,rent,semi-furnished,4,1908,4,22,7,0,11,1,176100
Kothrud,apartment,rent,unfurnished,2,974,2,2,5,5,19,1,40400
Viman Nagar,apartment,sale,fully-furnished,1,876,1,15,6,2,2,1,11324700
Wakad,apartment,sale,unfurnished,3,1397,3,6,3,10,13,1,12600000
Balewadi,studio,rent,fully-furnished,1,571,1,7,4,12,12,0,30200
Camp,commercial,sale,fully-furnished,0,2412,1,7,4,0,1,0,25843500
Koregaon Park,studio,sale,unfurnished,1,550,1,17,3,4,14,0,5656600
Camp,apartment,sale,fully-furnished,1,404,1,13,5,1,6,0,3791700
Pisoli,studio,rent,unfurnished,1,665,1,10,4,12,16,0,11400
Hinjewadi,apartment,sale,semi-furnished,3,1342,3,0,1,5,6,1,14657500
Hadapsar,apartment,sale,semi-furnished,2,966,2,22,4,8,10,0,5198900
Pashan,apartment,sale,semi-furnished,2,951,2,12,6,6,7,0,7818700
Pimpri,plot,sale,unfurnished,0,2698,1,9,1,0,1,0,8985000
Wakad,commercial,sale,semi-furnished,0,2805,1,14,3,0,1,1,24184100
Kondhwa,studio,sale,fully-furnished,1,504,1,17,3,10,11,0,3629300
Wakad,apartment,sale,fully-furnished,3,1066,3,11,7,0,3,1,9069500
Aundh,apartment,sale,fully-furnished,2,809,2,5,3,3,12,1,7411300
Chinchwad,apartment,sale,semi-furnished,1,744,1,19,3,1,4,0,3927500
Aundh,studio,rent,unfurnished,1,518,1,3,6,0,10,1,24300
Koregaon Park,studio,rent,fully-furnished,1,427,1,21,8,3,3,0,38600
Pimpri,apartment,rent,semi-furnished,5,1929,5,31,1,5,5,0,138700
Chinchwad,house,rent,semi-furnished,2,888,2,16,3,11,13,0,25000
Viman Nagar,apartment,rent,unfurnished,3,1136,3,25,7,2,14,1,80600
Kharadi,villa,sale,unfurnished,3,1352,3,16,2,1,7,1,12213700
Hinjewadi,apartment,sale,unfurnished,1,604,1,30,6,15,15,1,4051000
Baner,house,rent,semi-furnished,3,1107,3,23,1,5,13,1,70400
Shivajinagar,apartment,sale,fully-furnished,3,1450,3,2,7,1,9,1,25650900
Aundh,house,rent,fully-furnished,3,1353,3,14,4,0,11,1,101500
Boat Club Road,apartment,rent,semi-furnished,2,846,2,6,10,2,15,0,47200
Baner,apartment,rent,semi-furnished,3,1320,3,29,1,2,2,1,79800
Kharadi,apartment,rent,fully-furnished,2,1226,2,10,3,11,16,1,58200
Boat Club Road,villa,sale,fully-furnished,3,2044,3,10,6,3,14,0,45474300
Hinjewadi,commercial,sale,fully-furnished,0,1270,1,9,3,0,1,1,15223000
Chinchwad,apartment,rent,semi-furnished,4,1380,4,11,1,10,16,0,67400
Wakad,studio,sale,semi-furnished,1,512,1,7,3,12,12,1,4584900
Kalyani Nagar,apartment,sale,semi-furnished,2,1115,2,26,10,3,18,0,11522100
Koregaon Park,studio,sale,unfurnished,1,416,1,20,4,3,3,0,4331800
Kharadi,apartment,rent,unfurnished,4,1862,4,28,5,2,3,1,115000
Wagholi,apartment,sale,semi-furnished,4,1824,4,25,0,1,2,0,10009800
Wakad,commercial,rent,fully-furnished,0,2233,1,30,4,0,1,1,297100
Wakad,apartment,rent,unfurnished,1,905,1,24,5,8,15,1,14800
Pimple Saudagar,villa,sale,fully-furnished,3,2477,3,9,2,7,12,0,22575600
Viman Nagar,apartment,sale,unfurnished,2,923,2,22,9,3,15,1,8539400
Viman Nagar,apartment,rent,semi-furnished,2,1159,2,7,6,2,3,1,56700
Hadapsar,house,sale,unfurnished,3,1357,3,18,5,11,16,0,5896700
Kondhwa,apartment,sale,semi-furnished,3,1312,3,11,4,7,12,0,9369900
Hinjewadi,apartment,sale,semi-furnished,2,1116,2,17,2,13,17,1,7945800
Kalyani Nagar,plot,sale,fully-furnished,0,3118,1,17,10,0,1,0,24499900
Kharadi,plot,sale,semi-furnished,0,4668,1,21,2,0,1,1,22309700
Koregaon Park,apartment,sale,semi-furnished,5,2418,5,13,9,7,13,0,50937800
Hadapsar,house,rent,unfurnished,5,1501,5,11,1,8,9,0,99500
Hinjewadi,commercial,sale,semi-furnished,0,5127,1,22,1,0,1,1,36063100
Viman Nagar,apartment,sale,fully-furnished,4,1834,4,8,4,1,10,1,25932300
Koregaon Park,house,rent,semi-furnished,4,1629,4,7,8,5,9,0,197800
Pimpri,apartment,sale,unfurnished,2,861,2,13,4,6,19,0,4430300
Aundh,house,sale,fully-furnished,2,759,2,28,1,2,22,1,6111100
Chinchwad,studio,sale,unfurnished,1,453,1,9,0,12,20,0,2573100
Baner,apartment,rent,semi-furnished,2,718,2,25,6,0,4,1,35100
Pashan,studio,sale,fully-furnished,1,434,1,18,4,23,23,0,3516400
Shivajinagar,villa,sale,unfurnished,3,2154,3,30,6,0,16,1,18886900
Kalyani Nagar,apartment,rent,semi-furnished,2,995,2,16,9,3,15,0,64900
Hinjewadi,apartment,sale,unfurnished,1,799,1,1,2,0,4,1,5724700
Koregaon Park,apartment,sale,fully-furnished,2,1062,2,10,8,1,21,0,16981300
Wagholi,studio,sale,semi-furnished,1,564,1,31,5,1,13,0,2355500
Camp,house,rent,fully-furnished,3,1275,3,28,3,13,13,0,72200
Kharadi,studio,sale,fully-furnished,1,550,1,21,3,8,8,1,5099800
Koregaon Park,apartment,rent,fully-furnished,1,612,1,28,10,1,14,0,42700
Wagholi,commercial,rent,unfurnished,0,1586,1,0,4,0,1,0,109100
Hinjewadi,apartment,rent,fully-furnished,2,980,2,27,5,3,10,1,55800
Koregaon Park,apartment,rent,fully-furnished,4,2177,4,14,7,6,8,0,326500
Wagholi,house,rent,unfurnished,2,899,2,5,4,2,6,0,16200
Pimple Saudagar,studio,rent,semi-furnished,1,504,1,8,4,13,18,0,18100
Pimple Saudagar,apartment,rent,semi-furnished,3,1448,3,18,6,1,16,0,79500
Chinchwad,apartment,sale,semi-furnished,5,1627,5,16,0,5,9,0,10461200
Hinjewadi,studio,rent,fully-furnished,1,446,1,28,3,5,5,1,20800
Viman Nagar,apartment,sale,unfurnished,4,1953,4,16,7,8,9,1,27581600
Chinchwad,apartment,rent,fully-furnished,1,898,1,5,5,8,10,0,28200
Koregaon Park,apartment,sale,semi-furnished,3,1334,3,27,4,11,11,0,15648900
Kalyani Nagar,villa,sale,unfurnished,3,2520,3,29,7,8,12,0,29779300
Viman Nagar,villa,rent,unfurnished,4,3183,4,13,8,7,10,1,659100
Pisoli,villa,rent,unfurnished,2,3419,2,24,4,5,7,0,175200
Pisoli,commercial,sale,fully-furnished,0,3180,1,25,1,0,1,0,13138900
Aundh,studio,rent,unfurnished,1,506,1,19,7,6,7,1,24900
Baner,apartment,sale,fully-furnished,3,1492,3,4,9,9,14,1,19631500
Balewadi,apartment,rent,semi-furnished,1,785,1,10,6,5,18,0,32800
Undri,apartment,sale,semi-furnished,2,1189,2,28,2,10,10,0,5581000
Koregaon Park,apartment,sale,unfurnished,4,1494,4,2,8,1,5,0,25342400
Shivajinagar,apartment,rent,unfurnished,2,728,2,3,8,7,9,1,53300
Pimple Saudagar,apartment,sale,fully-furnished,2,937,2,24,0,8,12,0,6907900
Pimpri,studio,rent,fully-furnished,1,520,1,14,6,2,3,0,18200
Kothrud,apartment,sale,semi-furnished,3,1041,3,1,4,5,11,1,14583100
Kothrud,villa,rent,unfurnished,1,5122,1,27,6,2,3,1,1081900
Hinjewadi,apartment,rent,unfurnished,2,1098,2,20,0,0,12,1,30900
Baner,plot,sale,unfurnished,0,988,1,31,5,0,1,1,3301400
Aundh,studio,sale,fully-furnished,1,571,1,29,5,1,11,1,6065200
Pimpri,studio,rent,fully-furnished,1,408,1,15,3,5,17,0,18600
Kalyani Nagar,studio,rent,unfurnished,1,471,1,19,3,1,6,0,23500
Undri,house,rent,semi-furnished,2,646,2,10,1,5,11,0,13400
Chinchwad,villa,sale,semi-furnished,2,2488,2,18,3,1,5,0,13335700
Kothrud,apartment,sale,unfurnished,2,988,2,24,3,7,10,1,6981800
Kothrud,apartment,sale,fully-furnished,1,780,1,31,5,1,13,1,6291800
Kalyani Nagar,apartment,rent,fully-furnished,3,1502,3,2,6,8,11,0,137500
Pimpri,studio,rent,semi-furnished,1,631,1,24,3,11,11,0,15000
Hinjewadi,villa,rent,semi-furnished,3,4419,3,27,2,11,11,1,735300
Hinjewadi,apartment,rent,fully-furnished,4,1758,4,19,4,1,9,1,141800
Wagholi,studio,sale,unfurnished,1,537,1,2,0,5,11,0,2500300
Chinchwad,apartment,rent,semi-furnished,2,1127,2,15,0,5,6,0,31300
Wakad,apartment,rent,semi-furnished,1,657,1,21,4,15,18,1,25800
Viman Nagar,apartment,sale,unfurnished,1,706,1,19,8,5,6,1,7046900
Boat Club Road,studio,sale,unfurnished,1,447,1,17,6,2,10,0,4962200
Hadapsar,apartment,sale,unfurnished,1,588,1,28,6,5,5,0,3088100
Chinchwad,studio,sale,semi-furnished,1,431,1,7,1,2,6,0,2187400
Baner,apartment,rent,semi-furnished,2,947,2,5,2,4,7,1,39000
Wakad,apartment,sale,semi-furnished,2,1129,2,12,6,2,5,1,9255000
Baner,apartment,rent,semi-furnished,2,842,2,5,3,4,10,1,45800
Viman Nagar,villa,rent,semi-furnished,1,4071,1,10,9,7,7,1,1041400
Aundh,apartment,sale,fully-furnished,4,1632,4,24,3,2,7,1,14869500
Kothrud,apartment,rent,fully-furnished,5,1995,5,13,2,10,10,1,224000
Baner,apartment,rent,semi-furnished,2,999,2,9,7,14,14,1,47200
Aundh,apartment,sale,fully-furnished,2,1205,2,0,5,1,3,1,14056000
Hinjewadi,apartment,rent,semi-furnished,3,1137,3,29,2,5,6,1,67400
Pimple Saudagar,apartment,sale,fully-furnished,2,753,2,17,4,4,10,0,6389200
Pisoli,house,rent,fully-furnished,2,872,2,11,3,2,2,0,29600
Camp,house,sale,unfurnished,3,1558,3,6,5,17,17,0,13727600
Kothrud,plot,sale,semi-furnished,0,615,1,10,5,0,1,1,3912000
Undri,commercial,rent,semi-furnished,0,2275,1,23,4,0,1,0,226700
Camp,plot,sale,fully-furnished,0,632,1,0,6,0,1,0,8052100
Pashan,apartment,rent,semi-furnished,2,1345,2,21,1,3,11,0,41100
Magarpatta,apartment,sale,semi-furnished,4,1702,4,10,7,4,14,0,21527700
Kharadi,apartment,sale,unfurnished,1,527,1,25,6,1,4,1,3336200
Hinjewadi,apartment,sale,semi-furnished,2,806,2,20,3,1,12,1,6027200
Baner,studio,sale,semi-furnished,1,499,1,18,3,1,11,1,4058400
Pimple Saudagar,apartment,sale,semi-furnished,5,2268,5,18,1,12,13,0,22108100
Viman Nagar,plot,sale,semi-furnished,0,2924,1,10,6,0,1,1,20180900
Kalyani Nagar,plot,sale,semi-furnished,0,2954,1,13,5,0,1,0,26764800
Kalyani Nagar,plot,rent,semi-furnished,0,2820,1,1,7,0,1,0,128900
Chinchwad,villa,sale,unfurnished,2,3978,2,29,0,0,9,0,19257300
Pashan,plot,sale,unfurnished,0,1072,1,15,4,0,1,0,7414500
Wakad,apartment,sale,semi-furnished,2,1036,2,0,7,9,9,1,12005700
Viman Nagar,apartment,rent,unfurnished,2,760,2,5,10,8,9,1,41000
Viman Nagar,apartment,sale,semi-furnished,2,1119,2,14,9,0,5,1,12341300
Chinchwad,apartment,sale,fully-furnished,1,554,1,7,2,0,10,0,2614300
Kothrud,apartment,rent,unfurnished,2,1285,2,23,6,0,2,1,75100
Boat Club Road,plot,rent,unfurnished,0,1828,1,20,8,0,1,0,98500
Kharadi,villa,rent,semi-furnished,3,2960,3,16,2,8,10,1,509300
Wakad,apartment,rent,fully-furnished,4,1593,4,15,5,5,5,1,146100
Chinchwad,apartment,rent,fully-furnished,2,1026,2,6,5,1,11,0,45700
Shivajinagar,commercial,sale,semi-furnished,0,1135,1,23,10,0,1,1,22314300
Bavdhan,plot,rent,semi-furnished,0,1262,1,23,4,0,1,0,43500
Kondhwa,house,rent,fully-furnished,3,1291,3,11,1,1,5,0,57000
Kalyani Nagar,house,sale,semi-furnished,1,529,1,12,9,6,9,0,6555400
Hinjewadi,studio,sale,fully-furnished,1,441,1,6,2,3,15,1,3723000
Kondhwa,apartment,rent,unfurnished,2,990,2,24,2,10,11,0,25400
Pimple Saudagar,apartment,sale,fully-furnished,2,845,2,21,5,3,6,0,5769000
Viman Nagar,apartment,rent,fully-furnished,5,1405,5,11,4,9,10,1,227900
Pisoli,house,sale,semi-furnished,3,950,3,11,0,4,8,0,5297000
Kharadi,apartment,sale,fully-furnished,4,1657,4,15,4,5,14,1,16183500
Undri,apartment,rent,unfurnished,4,1088,4,22,1,8,8,0,53400
Viman Nagar,apartment,sale,semi-furnished,3,1196,3,15,7,2,16,1,10825100
Baner,apartment,rent,semi-furnished,2,1146,2,14,4,11,12,1,58400
Viman Nagar,apartment,sale,fully-furnished,3,1334,3,23,7,8,11,1,16627200
Viman Nagar,apartment,rent,semi-furnished,2,1324,2,12,9,13,13,1,72700
Pimple Saudagar,apartment,sale,fully-furnished,4,1543,4,15,2,4,5,0,13879100
Shivajinagar,commercial,sale,unfurnished,0,3363,1,12,6,0,1,1,25126100
Kalyani Nagar,house,sale,semi-furnished,2,1102,2,19,10,3,6,0,10590800
Pashan,apartment,sale,fully-furnished,4,1789,4,27,6,4,16,0,14691100
Kothrud,apartment,sale,semi-furnished,3,1143,3,15,5,2,13,1,11886100
Hinjewadi,villa,sale,semi-furnished,1,2437,1,26,5,4,7,1,19208500
Balewadi,apartment,rent,semi-furnished,3,1259,3,0,5,11,16,0,77000
Viman Nagar,studio,sale,unfurnished,1,492,1,20,8,4,8,1,4170700
Wagholi,apartment,rent,unfurnished,3,1305,3,16,0,1,2,0,37400
Viman Nagar,studio,rent,fully-furnished,1,328,1,12,5,3,21,1,22800
Hadapsar,apartment,sale,semi-furnished,3,1465,3,18,1,1,7,0,7555800
Hinjewadi,apartment,rent,semi-furnished,1,666,1,15,4,1,9,1,14800
Wakad,villa,rent,fully-furnished,1,2892,1,8,3,0,15,1,506400
Baner,apartment,rent,fully-furnished,2,780,2,24,5,14,15,1,26700
Aundh,plot,rent,unfurnished,0,3654,1,1,4,0,1,1,104600
Kharadi,apartment,sale,fully-furnished,4,1794,4,2,3,3,9,1,19477500
Kharadi,apartment,sale,fully-furnished,2,805,2,15,6,10,13,1,7616600
Kondhwa,house,sale,semi-furnished,4,1436,4,1,3,9,9,0,13886900
Kharadi,apartment,sale,semi-furnished,4,1616,4,26,4,9,13,1,12998700
Kothrud,apartment,sale,unfurnished,3,1210,3,27,2,7,14,1,8360100
Koregaon Park,commercial,rent,semi-furnished,0,2364,1,30,9,0,1,0,168800
Kalyani Nagar,apartment,sale,fully-furnished,2,912,2,18,7,3,13,0,12882000
Chinchwad,plot,rent,semi-furnished,0,3319,1,5,3,0,1,0,74800
Bavdhan,house,rent,unfurnished,5,2151,5,3,3,0,14,0,167900
Hinjewadi,commercial,sale,semi-furnished,0,429,1,14,2,0,1,1,3321700
Hinjewadi,villa,rent,fully-furnished,2,2008,2,26,2,0,5,1,551500
Baner,apartment,rent,semi-furnished,2,850,2,30,6,4,8,1,40900
Bavdhan,apartment,sale,fully-furnished,1,999,1,22,3,11,12,0,5835900
Aundh,apartment,sale,semi-furnished,4,1462,4,21,2,7,8,1,13191900
Aundh,commercial,rent,fully-furnished,0,1446,1,16,6,0,1,1,175500
Hinjewadi,apartment,sale,unfurnished,5,2019,5,20,3,10,12,1,18265000
Kothrud,studio,sale,semi-furnished,1,453,1,31,5,13,19,1,3341900
Aundh,villa,rent,semi-furnished,1,3121,1,21,6,3,12,1,631200
Pimpri,apartment,rent,fully-furnished,3,1378,3,5,1,6,11,0,47300
Pimple Saudagar,apartment,rent,fully-furnished,5,2201,5,13,4,3,7,0,244100
Wagholi,house,rent,fully-furnished,4,1334,4,26,5,0,2,0,79900
Pimple Saudagar,studio,rent,fully-furnished,1,300,1,19,1,4,7,0,19700
Chinchwad,villa,sale,semi-furnished,3,2427,3,4,3,4,4,0,16853100
Kalyani Nagar,villa,sale,unfurnished,2,2194,2,7,7,0,6,0,33497800
Kharadi,apartment,sale,semi-furnished,2,970,2,5,3,7,11,1,8985600
Pisoli,commercial,rent,semi-furnished,0,2351,1,27,0,0,1,0,129500
Kothrud,house,rent,fully-furnished,3,1242,3,7,1,11,12,1,86900
Pimpri,commercial,sale,semi-furnished,0,907,1,4,2,0,1,0,6167500
Wakad,studio,sale,semi-furnished,1,624,1,12,6,5,8,1,5860300
Hinjewadi,apartment,rent,unfurnished,2,1121,2,28,5,6,15,1,47400
Chinchwad,villa,sale,unfurnished,3,2639,3,15,3,0,8,0,15594200
Pisoli,apartment,sale,unfurnished,2,882,2,6,3,9,9,0,4104800
Baner,apartment,rent,semi-furnished,3,1447,3,18,7,10,20,1,90600
Koregaon Park,apartment,rent,fully-furnished,3,1184,3,17,8,7,15,0,136700
Pashan,apartment,rent,unfurnished,1,521,1,27,7,4,6,0,14200
Camp,apartment,rent,fully-furnished,3,1190,3,21,3,4,4,0,96900
Hinjewadi,apartment,sale,semi-furnished,3,1303,3,21,2,3,5,1,10705400
Viman Nagar,apartment,sale,unfurnished,3,1538,3,17,6,8,9,1,17616600
Bavdhan,villa,rent,semi-furnished,2,1694,2,31,2,9,10,0,441600
Aundh,apartment,sale,semi-furnished,3,1512,3,8,7,1,4,1,18625500
Bavdhan,commercial,sale,unfurnished,0,2984,1,5,2,0,1,0,17455000
Hadapsar,villa,sale,unfurnished,3,2538,3,7,1,6,12,0,19895600
Aundh,apartment,rent,semi-furnished,3,924,3,9,5,9,19,1,58400
Pisoli,apartment,rent,unfurnished,2,870,2,27,2,5,5,0,21500
Hinjewadi,apartment,sale,unfurnished,3,1260,3,1,3,4,11,1,10052900
Hinjewadi,villa,rent,semi-furnished,5,2637,5,28,2,6,6,1,713700
Hinjewadi,commercial,sale,unfurnished,0,1978,1,10,4,0,1,1,14555100
Wanowrie,commercial,sale,semi-furnished,0,1081,1,30,2,0,1,0,5067300
Kharadi,studio,sale,fully-furnished,1,454,1,4,5,9,9,1,5420300
Viman Nagar,apartment,rent,semi-furnished,2,654,2,11,6,10,11,1,48200
Aundh,apartment,sale,fully-furnished,2,1241,2,31,3,6,6,1,12186400
Shivajinagar,apartment,rent,unfurnished,2,1044,2,0,5,1,15,1,38000
Koregaon Park,house,rent,fully-furnished,3,1522,3,19,3,0,6,0,140500
Chinchwad,plot,rent,unfurnished,0,4256,1,5,4,0,1,0,69900
Bavdhan,studio,rent,unfurnished,1,412,1,16,2,6,13,0,16800
Hinjewadi,apartment,sale,fully-furnished,2,879,2,1,4,10,14,1,8375100
Wagholi,apartment,sale,fully-furnished,1,704,1,22,2,2,7,0,3008700
Pimpri,apartment,rent,fully-furnished,2,1096,2,8,2,8,8,0,28000
Wanowrie,commercial,rent,semi-furnished,0,4636,1,6,6,0,1,0,606600
Balewadi,villa,rent,semi-furnished,5,3031,5,2,6,5,6,0,520500
Pashan,commercial,rent,unfurnished,0,1419,1,9,5,0,1,0,86200
Wakad,house,sale,semi-furnished,3,1639,3,28,9,4,4,1,14951200
Pimple Saudagar,plot,rent,fully-furnished,0,2251,1,21,0,0,1,0,65000
Wakad,house,rent,semi-furnished,3,1374,3,18,5,2,6,1,70900
Aundh,apartment,sale,semi-furnished,2,1017,2,11,8,5,5,1,9840300
Baner,villa,rent,unfurnished,4,2549,4,4,5,5,10,1,652800
Hinjewadi,commercial,sale,semi-furnished,0,4169,1,23,3,0,1,1,34590000
Shivajinagar,house,sale,fully-furnished,3,1093,3,1,3,4,4,1,17471300
Kothrud,villa,sale,unfurnished,2,4052,2,12,7,1,4,1,35891400
Hinjewadi,studio,sale,semi-furnished,1,426,1,11,0,3,6,1,3340200
Chinchwad,apartment,rent,semi-furnished,2,991,2,17,2,4,4,0,31300
Hinjewadi,villa,rent,semi-furnished,2,2635,2,22,2,2,10,1,525900
Shivajinagar,studio,sale,unfurnished,1,671,1,3,6,1,8,1,7858800
Kothrud,studio,sale,semi-furnished,1,478,1,5,4,2,6,1,4607100
Hinjewadi,house,rent,unfurnished,3,1248,3,13,7,9,10,1,80700
Hadapsar,apartment,sale,fully-furnished,2,1008,2,6,0,5,11,0,7128900
Bavdhan,house,sale,semi-furnished,3,1296,3,18,2,1,9,0,9146400
Koregaon Park,villa,sale,semi-furnished,2,3142,2,24,7,0,9,0,42926500
Wanowrie,apartment,rent,semi-furnished,4,1489,4,18,5,4,6,0,101700
Wanowrie,commercial,sale,unfurnished,0,4512,1,31,6,0,1,0,29190000
Pashan,apartment,sale,semi-furnished,4,1405,4,1,3,5,8,0,17749400
Undri,villa,sale,fully-furnished,2,2688,2,4,1,4,11,0,20694600
Viman Nagar,apartment,sale,fully-furnished,2,1128,2,18,8,6,10,1,11127000
Wagholi,studio,sale,fully-furnished,1,534,1,21,2,8,12,0,2729400
Pimple Saudagar,house,rent,fully-furnished,2,1152,2,29,3,0,4,0,39600
Viman Nagar,apartment,rent,semi-furnished,1,703,1,22,9,5,13,1,14300
Kothrud,house,sale,semi-furnished,2,895,2,21,2,3,13,1,7301900
Wagholi,apartment,rent,semi-furnished,4,1536,4,10,1,10,12,0,74700
Viman Nagar,commercial,rent,semi-furnished,0,3670,1,26,7,0,1,1,273800
Kalyani Nagar,apartment,sale,unfurnished,2,844,2,18,5,7,8,0,9694000
Pisoli,studio,rent,semi-furnished,1,772,1,31,2,8,9,0,14100
Wakad,apartment,sale,fully-furnished,2,1000,2,19,6,8,11,1,9815400
Wakad,apartment,sale,semi-furnished,2,1185,2,20,6,0,14,1,8614700
Shivajinagar,apartment,sale,unfurnished,3,1373,3,28,10,0,9,1,10757600
Kondhwa,apartment,rent,unfurnished,4,1527,4,29,3,6,6,0,82500
Kothrud,apartment,sale,semi-furnished,2,1104,2,18,3,7,7,1,9438700
Kothrud,plot,sale,unfurnished,0,3997,1,13,7,0,1,1,20451000
Pimpri,apartment,sale,semi-furnished,2,666,2,3,3,3,6,0,5271600
Viman Nagar,apartment,sale,semi-furnished,4,1560,4,2,6,6,7,1,25772800
Pimple Saudagar,villa,rent,semi-furnished,3,1248,3,12,2,2,5,0,211800
Pimple Saudagar,apartment,rent,unfurnished,2,1233,2,6,1,4,11,0,31900
Koregaon Park,apartment,sale,unfurnished,3,1351,3,18,7,5,9,0,15503100
Kalyani Nagar,apartment,rent,semi-furnished,5,1947,5,21,6,5,7,0,289000
Viman Nagar,plot,rent,unfurnished,0,4567,1,14,5,0,1,1,157300
Pisoli,apartment,rent,semi-furnished,3,1117,3,4,1,2,2,0,51900
Wanowrie,apartment,rent,unfurnished,2,1059,2,19,2,6,11,0,30900
Hinjewadi,apartment,sale,semi-furnished,2,845,2,14,2,4,10,1,6772500
Kalyani Nagar,apartment,sale,semi-furnished,3,1082,3,2,6,2,4,0,14320100
Wanowrie,studio,sale,unfurnished,1,401,1,31,2,11,11,0,2047000
Baner,commercial,sale,semi-furnished,0,3217,1,24,6,0,1,1,30916100
Hinjewadi,apartment,sale,semi-furnished,3,1130,3,18,5,4,13,1,8491700
Chinchwad,commercial,rent,fully-furnished,0,294,1,4,2,0,1,0,56100
Chinchwad,studio,sale,unfurnished,1,522,1,30,4,7,10,0,2814500
Koregaon Park,apartment,sale,unfurnished,2,644,2,26,5,6,9,0,6658000
Pimpri,apartment,sale,fully-furnished,2,868,2,17,4,3,13,0,5196400
Boat Club Road,plot,rent,fully-furnished,0,761,1,2,6,0,1,0,64700
Hinjewadi,apartment,sale,semi-furnished,4,1453,4,17,0,11,11,1,11113900
Kharadi,apartment,rent,semi-furnished,2,903,2,26,7,1,2,1,29900
Shivajinagar,house,sale,unfurnished,1,791,1,28,8,9,13,1,6351800
Wakad,apartment,sale,fully-furnished,4,1734,4,8,4,1,2,1,22359500
Wagholi,plot,rent,semi-furnished,0,3603,1,13,4,0,1,0,72600
Magarpatta,villa,rent,semi-furnished,3,4219,3,17,5,4,5,0,522300
Viman Nagar,apartment,rent,semi-furnished,3,1351,3,18,6,7,13,1,89800
Kalyani Nagar,house,rent,fully-furnished,2,760,2,15,6,12,19,0,51100
Bavdhan,villa,rent,unfurnished,4,3242,4,14,4,2,7,0,680300
Bavdhan,commercial,sale,unfurnished,0,4181,1,6,1,0,1,0,27656000
Pimpri,apartment,rent,fully-furnished,1,754,1,27,3,2,9,0,17800
Koregaon Park,house,rent,unfurnished,2,1235,2,17,4,4,7,0,61400
Wanowrie,commercial,sale,unfurnished,0,3142,1,3,3,0,1,0,27549300
Wanowrie,studio,rent,fully-furnished,1,469,1,4,4,8,21,0,22000
Pimpri,studio,sale,fully-furnished,1,608,1,23,0,1,2,0,2819300
Bavdhan,apartment,rent,semi-furnished,1,930,1,30,5,2,13,0,29100
Kharadi,commercial,sale,unfurnished,0,2530,1,23,2,0,1,1,7200900
Wakad,apartment,sale,fully-furnished,2,1051,2,0,2,6,13,1,12564700
Pisoli,house,rent,fully-furnished,3,1308,3,10,0,5,7,0,51900
Wanowrie,studio,rent,unfurnished,1,536,1,6,6,13,18,0,15700
